A0A075B5I0	ENSMUSG00000090765
L7N2B7	ENSMUSG00000090949
L7N2B8	ENSMUSG00000090967
L7N2B9	ENSMUSG00000091418
L7N2C3	ENSMUSG00000095593
L7N2C4	ENSMUSG00000090854
L7N2C5	ENSMUSG00000094132
L7N2C7	ENSMUSG00000094784
L7N2C8	ENSMUSG00000096813
L7N2C9	ENSMUSG00000096737
L7N2D0	ENSMUSG00000090505
L7N2D2	ENSMUSG00000091185
L7N2D4	ENSMUSG00000095730
L7N2D8	ENSMUSG00000091205
L7N2D9	ENSMUSG00000090872
L7N2E0	ENSMUSG00000095318
L7N2E1	ENSMUSG00000094098
L7N2E2	ENSMUSG00000079380
L7N2E3	ENSMUSG00000091814
L7N2E5	ENSMUSG00000096658
L7N2E7	ENSMUSG00000092335
L7N2E9	ENSMUSG00000043897
L7N455	ENSMUSG00000066242
L7N456	ENSMUSG00000095718
L7N457	ENSMUSG00000095030
L7N462	ENSMUSG00000094119
L7N463	ENSMUSG00000094559
L7N466	ENSMUSG00000079427
L7N471	ENSMUSG00000095551
L7N472	ENSMUSG00000090961
L7N474	ENSMUSG00000095918
L7N475	ENSMUSG00000096477
L7N479	ENSMUSG00000091682
L7N480	ENSMUSG00000092518
L7N481	ENSMUSG00000096798
M0QW46	ENSMUSG00000085111
M0QW51	ENSMUSG00000094715
M0QW81	ENSMUSG00000095295
M0QW83	ENSMUSG00000097704
M0QWA4	ENSMUSG00000097854
M0QWB7	ENSMUSG00000097918
M0QWC7	ENSMUSG00000097187
M0QWD8	ENSMUSG00000069385
M0QWL6	ENSMUSG00000097886
M0QWN7	ENSMUSG00000035713
M0QWQ9	ENSMUSG00000096024
M0QWR8	ENSMUSG00000079263
M0QWX3	ENSMUSG00000096949
M0QWX9	ENSMUSG00000095797
M9MMJ7	ENSMUSG00000059279
M9MMK4	ENSMUSG00000064252
O08523	ENSMUSG00000037705
O08524	ENSMUSG00000024979
O08528	ENSMUSG00000000628
O08529	ENSMUSG00000026509
O08530	ENSMUSG00000045092
O08532	ENSMUSG00000040118
O08537	ENSMUSG00000021055
O08538	ENSMUSG00000022309
O08539	ENSMUSG00000024381
O08540	ENSMUSG00000021907
O08542	ENSMUSG00000028040
O08543	ENSMUSG00000048915
O08545	ENSMUSG00000028039
O08547	ENSMUSG00000027879
O08550	ENSMUSG00000006307
O08553	ENSMUSG00000022048
O08573	ENSMUSG00000001123
O08575	ENSMUSG00000017897
O08576	ENSMUSG00000006575
O08579	ENSMUSG00000001964
O08580	ENSMUSG00000024955
O08581	ENSMUSG00000033998
O08582	ENSMUSG00000042535
O08583	ENSMUSG00000025134
O08586	ENSMUSG00000013663
O08599	ENSMUSG00000026797
O08600	ENSMUSG00000015337
O08601	ENSMUSG00000028158
O08608	ENSMUSG00000040652
O08631	ENSMUSG00000068075
O08633	ENSMUSG00000059632
O08640	ENSMUSG00000074928
O08641	ENSMUSG00000020669
O08643	ENSMUSG00000054206
O08644	ENSMUSG00000029869
O08648	ENSMUSG00000014426
O08650	ENSMUSG00000031910
O08663	ENSMUSG00000036112
O08664	ENSMUSG00000030814
O08674	ENSMUSG00000017007
O08675	ENSMUSG00000021675
O08677	ENSMUSG00000022875
O08686	ENSMUSG00000032033
O08688	ENSMUSG00000035547
O08689	ENSMUSG00000026100
O08691	ENSMUSG00000021125
O08692	ENSMUSG00000032484
O08705	ENSMUSG00000021135
O08707	ENSMUSG00000044534
O08710	ENSMUSG00000053469
O08712	ENSMUSG00000063727
O08715	ENSMUSG00000018428
O08716	ENSMUSG00000027528
O08717	ENSMUSG00000047492
O08734	ENSMUSG00000057789
O08736	ENSMUSG00000025887
O08738	ENSMUSG00000027997
O08739	ENSMUSG00000005686
O08746	ENSMUSG00000022324
O08747	ENSMUSG00000059921
O08749	ENSMUSG00000020664
O08750	ENSMUSG00000056749
O08755	ENSMUSG00000043013
O08759	ENSMUSG00000025326
O08760	ENSMUSG00000030271
O08762	ENSMUSG00000027978
O08784	ENSMUSG00000024613
O08785	ENSMUSG00000029238
O08786	ENSMUSG00000029193
O08788	ENSMUSG00000031865
O08789	ENSMUSG00000000282
O08790	ENSMUSG00000079700
O08791	ENSMUSG00000010476
O08792	ENSMUSG00000022053
O08795	ENSMUSG00000003402
O08796	ENSMUSG00000035064
O08797	ENSMUSG00000045827
O08800	ENSMUSG00000026315
O08804	ENSMUSG00000042842
O08806	ENSMUSG00000062342
O08807	ENSMUSG00000025289
O08808	ENSMUSG00000024456
O08810	ENSMUSG00000020929
O08811	ENSMUSG00000030400
O08832	ENSMUSG00000090035
O08842	ENSMUSG00000022103
O08848	ENSMUSG00000018199
O08849	ENSMUSG00000026360
O08850	ENSMUSG00000026678
O08852	ENSMUSG00000032855
O08856	ENSMUSG00000070002
O08858	ENSMUSG00000050824
O08859	ENSMUSG00000053475
O08900	ENSMUSG00000018168
O08908	ENSMUSG00000031834
O08911	ENSMUSG00000022610
O08912	ENSMUSG00000000420
O08914	ENSMUSG00000034171
O08915	ENSMUSG00000024847
O08917	ENSMUSG00000059714
O08918	ENSMUSG00000029385
O08919	ENSMUSG00000063160
O08934	ENSMUSG00000029546
O08966	ENSMUSG00000023829
O08967	ENSMUSG00000018001
O08969	ENSMUSG00000010760
O08970	ENSMUSG00000005968
O08976	ENSMUSG00000000003
O08989	ENSMUSG00000032470
O08992	ENSMUSG00000028249
O08997	ENSMUSG00000018585
O09005	ENSMUSG00000038633
O09008	ENSMUSG00000018169
O09009	ENSMUSG00000025158
O09010	ENSMUSG00000029570
O09012	ENSMUSG00000005069
O09030	ENSMUSG00000017057
O09035	ENSMUSG00000038057
O09037	ENSMUSG00000079516
O09039	ENSMUSG00000042594
O09043	ENSMUSG00000002204
O09044	ENSMUSG00000027287
O09047	ENSMUSG00000040552
O09048	ENSMUSG00000058172
O09048	ENSMUSG00000068073
O09048	ENSMUSG00000068074
O09049	ENSMUSG00000030017
O09051	ENSMUSG00000032978
O09053	ENSMUSG00000031583
O09061	ENSMUSG00000014769
O09100	ENSMUSG00000015053
O09101	ENSMUSG00000024145
O09105	ENSMUSG00000048015
O09106	ENSMUSG00000028800
O09110	ENSMUSG00000018932
O09111	ENSMUSG00000031059
O09112	ENSMUSG00000037887
O09113	ENSMUSG00000021685
O09114	ENSMUSG00000015090
O09116	ENSMUSG00000045539
O09117	ENSMUSG00000020570
O09118	ENSMUSG00000020902
O09126	ENSMUSG00000021451
O09127	ENSMUSG00000028661
O09130	ENSMUSG00000030722
O09131	ENSMUSG00000025068
O09133	ENSMUSG00000029281
O09158	ENSMUSG00000029630
O09159	ENSMUSG00000005142
O09160	ENSMUSG00000008461
O09161	ENSMUSG00000027861
O09164	ENSMUSG00000072941
O09165	ENSMUSG00000007122
O09172	ENSMUSG00000028124
O09173	ENSMUSG00000022821
O09174	ENSMUSG00000022244
O09198	ENSMUSG00000027375
O19441	ENSMUSG00000079507
O19442	ENSMUSG00000067201
O19443	ENSMUSG00000024448
O35047	ENSMUSG00000019303
O35054	ENSMUSG00000047501
O35066	ENSMUSG00000020668
O35071	ENSMUSG00000020821
O35074	ENSMUSG00000017969
O35075	ENSMUSG00000022898
O35082	ENSMUSG00000058488
O35084	ENSMUSG00000006724
O35085	ENSMUSG00000035277
O35089	ENSMUSG00000024873
O35099	ENSMUSG00000071369
O35103	ENSMUSG00000048368
O35111	ENSMUSG00000049265
O35114	ENSMUSG00000029426
O35118	ENSMUSG00000024366
O35125	ENSMUSG00000030125
O35126	ENSMUSG00000004263
O35126	ENSMUSG00000107478
O35127	ENSMUSG00000072772
O35129	ENSMUSG00000004264
O35130	ENSMUSG00000004268
O35134	ENSMUSG00000049553
O35136	ENSMUSG00000022762
O35137	ENSMUSG00000040310
O35143	ENSMUSG00000054428
O35144	ENSMUSG00000031921
O35149	ENSMUSG00000005802
O35153	ENSMUSG00000025484
O35160	ENSMUSG00000025229
O35161	ENSMUSG00000016028
O35164	ENSMUSG00000071361
O35166	ENSMUSG00000020946
O35173	ENSMUSG00000040164
O35174	ENSMUSG00000050963
O35176	ENSMUSG00000062556
O35177	ENSMUSG00000021365
O35181	ENSMUSG00000041014
O35182	ENSMUSG00000036867
O35185	ENSMUSG00000030103
O35188	ENSMUSG00000031778
O35192	ENSMUSG00000070844
O35199	ENSMUSG00000070448
O35205	ENSMUSG00000042385
O35206	ENSMUSG00000028339
O35207	ENSMUSG00000029394
O35207	ENSMUSG00000078154
O35214	ENSMUSG00000028012
O35215	ENSMUSG00000001666
O35216	ENSMUSG00000029177
O35218	ENSMUSG00000041781
O35226	ENSMUSG00000005625
O35227	ENSMUSG00000022056
O35228	ENSMUSG00000003206
O35231	ENSMUSG00000031788
O35235	ENSMUSG00000022015
O35239	ENSMUSG00000032290
O35242	ENSMUSG00000028245
O35245	ENSMUSG00000034462
O35250	ENSMUSG00000020792
O35253	ENSMUSG00000025880
O35256	ENSMUSG00000005891
O35257	ENSMUSG00000069259
O35261	ENSMUSG00000016477
O35280	ENSMUSG00000032113
O35284	ENSMUSG00000034266
O35286	ENSMUSG00000029169
O35292	ENSMUSG00000059606
O35295	ENSMUSG00000094483
O35298	ENSMUSG00000021322
O35305	ENSMUSG00000026321
O35308	ENSMUSG00000032988
O35309	ENSMUSG00000026946
O35310	ENSMUSG00000051022
O35316	ENSMUSG00000030096
O35317	ENSMUSG00000038718
O35326	ENSMUSG00000021134
O35343	ENSMUSG00000027782
O35344	ENSMUSG00000021929
O35345	ENSMUSG00000003731
O35348	ENSMUSG00000057606
O35350	ENSMUSG00000024942
O35367	ENSMUSG00000019932
O35372	ENSMUSG00000015759
O35375	ENSMUSG00000025969
O35379	ENSMUSG00000023088
O35381	ENSMUSG00000032249
O35382	ENSMUSG00000029763
O35385	ENSMUSG00000029410
O35386	ENSMUSG00000026664
O35387	ENSMUSG00000027944
O35392	ENSMUSG00000055210
O35393	ENSMUSG00000003934
O35400	ENSMUSG00000003271
O35405	ENSMUSG00000003363
O35409	ENSMUSG00000001773
O35423	ENSMUSG00000026272
O35425	ENSMUSG00000026278
O35426	ENSMUSG00000020484
O35427	ENSMUSG00000025532
O35435	ENSMUSG00000031730
O35437	ENSMUSG00000045680
O35445	ENSMUSG00000015478
O35448	ENSMUSG00000015474
O35449	ENSMUSG00000015476
O35450	ENSMUSG00000033739
O35453	ENSMUSG00000001249
O35454	ENSMUSG00000029016
O35457	ENSMUSG00000043953
O35459	ENSMUSG00000053898
O35464	ENSMUSG00000019647
O35465	ENSMUSG00000019428
O35468	ENSMUSG00000018486
O35469	ENSMUSG00000027869
O35473	ENSMUSG00000000581
O35474	ENSMUSG00000034488
O35484	ENSMUSG00000037458
O35486	ENSMUSG00000033501
O35488	ENSMUSG00000027359
O35490	ENSMUSG00000069324
O35490	ENSMUSG00000074768
O35491	ENSMUSG00000068917
O35492	ENSMUSG00000032316
O35493	ENSMUSG00000020385
O35495	ENSMUSG00000028926
O35516	ENSMUSG00000027878
O35526	ENSMUSG00000007207
O35536	ENSMUSG00000029664
O35544	ENSMUSG00000005357
O35551	ENSMUSG00000020817
O35565	ENSMUSG00000021732
O35566	ENSMUSG00000025510
O35593	ENSMUSG00000026914
O35594	ENSMUSG00000029469
O35595	ENSMUSG00000028681
O35598	ENSMUSG00000054693
O35599	ENSMUSG00000031394
O35600	ENSMUSG00000028125
O35601	ENSMUSG00000022148
O35602	ENSMUSG00000024518
O35604	ENSMUSG00000024413
O35607	ENSMUSG00000067336
O35608	ENSMUSG00000031465
O35609	ENSMUSG00000028049
O35615	ENSMUSG00000049577
O35618	ENSMUSG00000054387
O35621	ENSMUSG00000022474
O35622	ENSMUSG00000031073
O35623	ENSMUSG00000032757
O35626	ENSMUSG00000049892
O35627	ENSMUSG00000005677
O35632	ENSMUSG00000010047
O35633	ENSMUSG00000037771
O35638	ENSMUSG00000025862
O35639	ENSMUSG00000029484
O35640	ENSMUSG00000021950
O35643	ENSMUSG00000009090
O35646	ENSMUSG00000067276
O35648	ENSMUSG00000021537
O35652	ENSMUSG00000096225
O35654	ENSMUSG00000020471
O35655	ENSMUSG00000062168
O35657	ENSMUSG00000007038
O35659	ENSMUSG00000024027
O35660	ENSMUSG00000068762
O35664	ENSMUSG00000022971
O35668	ENSMUSG00000006930
O35671	ENSMUSG00000062352
O35674	ENSMUSG00000011256
O35678	ENSMUSG00000033174
O35679	ENSMUSG00000028415
O35680	ENSMUSG00000045948
O35682	ENSMUSG00000068566
O35683	ENSMUSG00000016427
O35684	ENSMUSG00000027834
O35685	ENSMUSG00000028851
O35690	ENSMUSG00000012520
O35696	ENSMUSG00000025789
O35698	ENSMUSG00000094658
O35698	ENSMUSG00000093987
O35698	ENSMUSG00000093918
O35698	ENSMUSG00000095948
O35701	ENSMUSG00000020583
O35704	ENSMUSG00000021468
O35709	ENSMUSG00000041773
O35710	ENSMUSG00000023087
O35711	ENSMUSG00000036528
O35714	ENSMUSG00000041954
O35716	ENSMUSG00000038037
O35717	ENSMUSG00000020027
O35718	ENSMUSG00000053113
O35719	ENSMUSG00000059060
O35728	ENSMUSG00000028715
O35730	ENSMUSG00000024325
O35732	ENSMUSG00000026031
O35737	ENSMUSG00000007850
O35738	ENSMUSG00000072294
O35740	ENSMUSG00000039910
O35744	ENSMUSG00000040809
O35841	ENSMUSG00000027193
O35855	ENSMUSG00000030826
O35857	ENSMUSG00000002949
O35864	ENSMUSG00000025917
O35874	ENSMUSG00000020142
O35885	ENSMUSG00000009248
O35887	ENSMUSG00000029767
O35892	ENSMUSG00000026222
O35900	ENSMUSG00000007050
O35903	ENSMUSG00000023235
O35904	ENSMUSG00000039936
O35906	ENSMUSG00000008193
O35912	ENSMUSG00000040212
O35926	ENSMUSG00000090071
O35929	ENSMUSG00000000359
O35930	ENSMUSG00000050675
O35936	ENSMUSG00000020891
O35942	ENSMUSG00000026622
O35943	ENSMUSG00000059363
O35945	ENSMUSG00000024747
O35949	ENSMUSG00000038754
O35954	ENSMUSG00000024851
O35955	ENSMUSG00000031897
O35963	ENSMUSG00000027739
O35969	ENSMUSG00000020150
O35972	ENSMUSG00000037772
O35973	ENSMUSG00000020893
O35975	ENSMUSG00000030651
O35980	ENSMUSG00000041429
O35984	ENSMUSG00000034673
O35988	ENSMUSG00000017009
O54689	ENSMUSG00000040899
O54692	ENSMUSG00000032264
O54693	ENSMUSG00000059327
O54707	ENSMUSG00000030165
O54709	ENSMUSG00000030149
O54714	ENSMUSG00000028101
O54718	ENSMUSG00000047182
O54724	ENSMUSG00000004044
O54732	ENSMUSG00000031790
O54734	ENSMUSG00000028757
O54743	ENSMUSG00000038402
O54749	ENSMUSG00000052520
O54750	ENSMUSG00000052914
O54751	ENSMUSG00000041578
O54774	ENSMUSG00000020198
O54775	ENSMUSG00000005124
O54782	ENSMUSG00000029119
O54784	ENSMUSG00000034974
O54785	ENSMUSG00000020451
O54786	ENSMUSG00000028974
O54788	ENSMUSG00000029027
O54790	ENSMUSG00000051510
O54791	ENSMUSG00000042622
O54792	ENSMUSG00000028940
O54794	ENSMUSG00000028427
O54798	ENSMUSG00000031130
O54799	ENSMUSG00000019865
O54803	ENSMUSG00000022758
O54804	ENSMUSG00000024843
O54818	ENSMUSG00000000296
O54819	ENSMUSG00000027082
O54824	ENSMUSG00000001741
O54825	ENSMUSG00000023988
O54826	ENSMUSG00000026743
O54827	ENSMUSG00000025324
O54828	ENSMUSG00000020599
O54829	ENSMUSG00000026527
O54830	ENSMUSG00000006488
O54831	ENSMUSG00000046899
O54832	ENSMUSG00000018259
O54833	ENSMUSG00000046707
O54834	ENSMUSG00000031355
O54839	ENSMUSG00000032446
O54851	ENSMUSG00000068615
O54863	ENSMUSG00000045521
O54864	ENSMUSG00000039231
O54865	ENSMUSG00000028005
O54879	ENSMUSG00000015217
O54885	ENSMUSG00000030579
O54887	ENSMUSG00000059891
O54890	ENSMUSG00000020689
O54897	ENSMUSG00000072875
O54904	ENSMUSG00000034780
O54905	ENSMUSG00000033849
O54907	ENSMUSG00000097328
O54908	ENSMUSG00000024868
O54909	ENSMUSG00000069456
O54910	ENSMUSG00000023947
O54915	ENSMUSG00000022809
O54916	ENSMUSG00000019854
O54917	ENSMUSG00000057469
O54918	ENSMUSG00000027381
O54926	ENSMUSG00000064326
O54927	ENSMUSG00000017677
O54928	ENSMUSG00000037104
O54929	ENSMUSG00000029364
O54931	ENSMUSG00000038729
O54940	ENSMUSG00000011958
O54941	ENSMUSG00000037935
O54942	ENSMUSG00000041378
O54946	ENSMUSG00000029131
O54949	ENSMUSG00000017376
O54950	ENSMUSG00000067713
O54951	ENSMUSG00000001227
O54956	ENSMUSG00000020974
O54957	ENSMUSG00000030742
O54962	ENSMUSG00000024844
O54965	ENSMUSG00000036503
O54972	ENSMUSG00000006362
O54983	ENSMUSG00000030905
O54984	ENSMUSG00000052456
O54988	ENSMUSG00000025060
O54991	ENSMUSG00000017167
O54992	ENSMUSG00000029454
O54998	ENSMUSG00000002732
O55003	ENSMUSG00000078566
O55013	ENSMUSG00000028847
O55017	ENSMUSG00000004113
O55022	ENSMUSG00000006373
O55026	ENSMUSG00000015085
O55028	ENSMUSG00000030802
O55029	ENSMUSG00000032458
O55033	ENSMUSG00000066877
O55038	ENSMUSG00000023078
O55040	ENSMUSG00000026237
O55042	ENSMUSG00000025889
O55047	ENSMUSG00000020694
O55055	ENSMUSG00000026723
O55057	ENSMUSG00000026239
O55070	ENSMUSG00000025279
O55071	ENSMUSG00000066704
O55082	ENSMUSG00000021940
O55091	ENSMUSG00000024423
O55098	ENSMUSG00000020272
O55100	ENSMUSG00000022415
O55101	ENSMUSG00000048277
O55102	ENSMUSG00000090247
O55103	ENSMUSG00000053198
O55106	ENSMUSG00000024077
O55111	ENSMUSG00000044393
O55112	ENSMUSG00000031189
O55123	ENSMUSG00000047562
O55125	ENSMUSG00000034285
O55134	ENSMUSG00000024440
O55135	ENSMUSG00000027613
O55137	ENSMUSG00000072949
O55142	ENSMUSG00000060636
O55143	ENSMUSG00000029467
O55144	ENSMUSG00000040610
O55176	ENSMUSG00000034403
O55179	ENSMUSG00000099974
O55183	ENSMUSG00000014813
O55186	ENSMUSG00000032679
O55187	ENSMUSG00000039989
O55188	ENSMUSG00000029307
O55189	ENSMUSG00000029288
O55192	ENSMUSG00000055368
O55196	ENSMUSG00000029286
O55201	ENSMUSG00000003435
O55203	ENSMUSG00000039706
O55208	ENSMUSG00000030001
O55222	ENSMUSG00000030890
O55225	ENSMUSG00000009487
O55226	ENSMUSG00000039084
O55229	ENSMUSG00000022617
O55230	ENSMUSG00000018841
O55233	ENSMUSG00000038192
O55234	ENSMUSG00000022193
O55236	ENSMUSG00000028274
O55237	ENSMUSG00000019489
O55239	ENSMUSG00000032271
O55240	ENSMUSG00000025350
O55241	ENSMUSG00000045471
O55242	ENSMUSG00000036078
O70126	ENSMUSG00000020897
O70131	ENSMUSG00000037966
O70137	ENSMUSG00000014603
O70138	ENSMUSG00000005800
O70139	ENSMUSG00000035268
O70145	ENSMUSG00000026480
O70146	ENSMUSG00000028458
O70152	ENSMUSG00000093752
O70152	ENSMUSG00000078919
O70157	ENSMUSG00000002814
O70161	ENSMUSG00000034902
O70165	ENSMUSG00000026938
O70166	ENSMUSG00000027581
O70169	ENSMUSG00000026125
O70172	ENSMUSG00000026737
O70174	ENSMUSG00000027577
O70176	ENSMUSG00000024256
O70191	ENSMUSG00000038539
O70194	ENSMUSG00000016554
O70200	ENSMUSG00000024397
O70201	ENSMUSG00000017716
O70209	ENSMUSG00000031636
O70218	ENSMUSG00000067438
O70220	ENSMUSG00000038415
O70228	ENSMUSG00000027546
O70230	ENSMUSG00000061079
O70237	ENSMUSG00000026815
O70238	ENSMUSG00000006200
O70250	ENSMUSG00000020475
O70251	ENSMUSG00000025967
O70252	ENSMUSG00000004070
O70258	ENSMUSG00000004631
O70263	ENSMUSG00000029228
O70273	ENSMUSG00000012350
O70274	ENSMUSG00000028788
O70279	ENSMUSG00000003527
O70281	ENSMUSG00000034118
O70283	ENSMUSG00000027840
O70291	ENSMUSG00000052783
O70293	ENSMUSG00000074886
O70299	ENSMUSG00000056947
O70302	ENSMUSG00000024526
O70303	ENSMUSG00000022219
O70306	ENSMUSG00000027868
O70310	ENSMUSG00000020936
O70311	ENSMUSG00000026643
O70318	ENSMUSG00000019978
O70324	ENSMUSG00000033965
O70325	ENSMUSG00000075706
O70326	ENSMUSG00000074934
O70333	ENSMUSG00000024146
O70337	ENSMUSG00000016758
O70340	ENSMUSG00000059991
O70342	ENSMUSG00000044014
O70343	ENSMUSG00000029167
O70354	ENSMUSG00000003273
O70355	ENSMUSG00000024340
O70361	ENSMUSG00000028957
O70370	ENSMUSG00000038642
O70372	ENSMUSG00000021611
O70374	ENSMUSG00000038533
O70378	ENSMUSG00000031819
O70394	ENSMUSG00000005465
O70400	ENSMUSG00000055044
O70421	ENSMUSG00000044674
O70422	ENSMUSG00000001524
O70423	ENSMUSG00000019326
O70433	ENSMUSG00000008136
O70435	ENSMUSG00000060073
O70443	ENSMUSG00000040009
O70445	ENSMUSG00000026196
O70451	ENSMUSG00000020102
O70456	ENSMUSG00000047281
O70460	ENSMUSG00000071005
O70469	ENSMUSG00000022102
O70472	ENSMUSG00000026116
O70475	ENSMUSG00000029201
O70477	ENSMUSG00000006705
O70479	ENSMUSG00000017615
O70480	ENSMUSG00000026696
O70481	ENSMUSG00000027272
O70494	ENSMUSG00000027109
O70496	ENSMUSG00000036636
O70497	ENSMUSG00000026835
O70503	ENSMUSG00000027195
O70514	ENSMUSG00000048373
O70517	ENSMUSG00000096323
O70518	ENSMUSG00000095821
O70546	ENSMUSG00000037369
O70548	ENSMUSG00000007877
O70551	ENSMUSG00000004865
O70552	ENSMUSG00000032056
O70555	ENSMUSG00000042212
O70556	ENSMUSG00000055030
O70557	ENSMUSG00000050635
O70558	ENSMUSG00000046203
O70559	ENSMUSG00000046259
O70560	ENSMUSG00000042157
O70561	ENSMUSG00000027925
O70566	ENSMUSG00000034480
O70570	ENSMUSG00000026417
O70571	ENSMUSG00000019577
O70572	ENSMUSG00000019822
O70576	ENSMUSG00000036928
O70577	ENSMUSG00000040966
O70578	ENSMUSG00000020722
O70579	ENSMUSG00000022404
O70582	ENSMUSG00000032807
O70583	ENSMUSG00000035299
O70584	ENSMUSG00000058669
O70585	ENSMUSG00000071454
O70589	ENSMUSG00000031012
O70591	ENSMUSG00000006412
O70616	ENSMUSG00000095071
O70619	ENSMUSG00000096284
O70622	ENSMUSG00000030401
O70624	ENSMUSG00000026697
O70628	ENSMUSG00000041119
O88174	ENSMUSG00000016493
O88186	ENSMUSG00000030054
O88188	ENSMUSG00000021423
O88199	ENSMUSG00000057337
O88200	ENSMUSG00000004473
O88207	ENSMUSG00000026837
O88222	ENSMUSG00000069475
O88229	ENSMUSG00000096734
O88245	ENSMUSG00000063905
O88253	ENSMUSG00000067929
O88271	ENSMUSG00000031954
O88273	ENSMUSG00000050069
O88282	ENSMUSG00000000317
O88286	ENSMUSG00000024050
O88307	ENSMUSG00000049313
O88310	ENSMUSG00000038209
O88312	ENSMUSG00000020581
O88319	ENSMUSG00000027568
O88322	ENSMUSG00000021806
O88324	ENSMUSG00000015396
O88325	ENSMUSG00000001751
O88327	ENSMUSG00000038816
O88329	ENSMUSG00000025401
O88335	ENSMUSG00000041248
O88338	ENSMUSG00000031881
O88342	ENSMUSG00000005103
O88343	ENSMUSG00000060961
O88346	ENSMUSG00000064179
O88375	ENSMUSG00000050224
O88379	ENSMUSG00000035021
O88396	ENSMUSG00000024580
O88398	ENSMUSG00000025432
O88410	ENSMUSG00000050232
O88413	ENSMUSG00000001521
O88416	ENSMUSG00000035148
O88425	ENSMUSG00000032478
O88428	ENSMUSG00000024899
O88430	ENSMUSG00000031779
O88441	ENSMUSG00000027099
O88444	ENSMUSG00000020431
O88445	ENSMUSG00000070837
O88451	ENSMUSG00000040134
O88452	ENSMUSG00000020303
O88454	ENSMUSG00000024957
O88455	ENSMUSG00000058454
O88470	ENSMUSG00000050397
O88472	ENSMUSG00000022496
O88477	ENSMUSG00000013415
O88485	ENSMUSG00000029757
O88487	ENSMUSG00000027012
O88492	ENSMUSG00000002831
O88495	ENSMUSG00000056380
O88502	ENSMUSG00000025584
O88507	ENSMUSG00000028444
O88508	ENSMUSG00000020661
O88509	ENSMUSG00000027478
O88512	ENSMUSG00000040701
O88513	ENSMUSG00000006715
O88516	ENSMUSG00000003436
O88520	ENSMUSG00000024976
O88522	ENSMUSG00000004221
O88531	ENSMUSG00000028657
O88532	ENSMUSG00000022201
O88533	ENSMUSG00000020182
O88536	ENSMUSG00000052270
O88537	ENSMUSG00000060701
O88543	ENSMUSG00000019373
O88544	ENSMUSG00000035297
O88545	ENSMUSG00000019494
O88551	ENSMUSG00000022512
O88552	ENSMUSG00000047230
O88554	ENSMUSG00000036023
O88559	ENSMUSG00000024947
O88566	ENSMUSG00000000142
O88569	ENSMUSG00000004980
O88574	ENSMUSG00000031609
O88576	ENSMUSG00000021612
O88587	ENSMUSG00000000326
O88593	ENSMUSG00000030413
O88597	ENSMUSG00000035086
O88602	ENSMUSG00000019146
O88621	ENSMUSG00000033837
O88622	ENSMUSG00000021911
O88623	ENSMUSG00000032010
O88627	ENSMUSG00000027219
O88630	ENSMUSG00000010392
O88632	ENSMUSG00000034684
O88634	ENSMUSG00000050147
O88653	ENSMUSG00000091512
O88662	ENSMUSG00000022505
O88665	ENSMUSG00000031660
O88668	ENSMUSG00000040713
O88673	ENSMUSG00000025357
O88676	ENSMUSG00000029061
O88685	ENSMUSG00000002102
O88689	ENSMUSG00000103458
O88689	ENSMUSG00000104252
O88693	ENSMUSG00000028381
O88696	ENSMUSG00000002660
O88697	ENSMUSG00000026201
O88700	ENSMUSG00000030528
O88703	ENSMUSG00000020331
O88704	ENSMUSG00000021730
O88705	ENSMUSG00000028051
O88708	ENSMUSG00000026761
O88712	ENSMUSG00000037373
O88713	ENSMUSG00000030114
O88721	ENSMUSG00000031390
O88728	ENSMUSG00000025489
O88736	ENSMUSG00000026675
O88737	ENSMUSG00000032589
O88738	ENSMUSG00000024073
O88741	ENSMUSG00000025777
O88745	ENSMUSG00000031610
O88746	ENSMUSG00000042870
O88783	ENSMUSG00000026579
O88786	ENSMUSG00000031289
O88792	ENSMUSG00000038235
O88796	ENSMUSG00000024800
O88809	ENSMUSG00000031285
O88811	ENSMUSG00000055371
O88816	ENSMUSG00000020804
O88819	ENSMUSG00000055373
O88822	ENSMUSG00000032018
O88824	ENSMUSG00000027937
O88829	ENSMUSG00000056091
O88833	ENSMUSG00000066072
O88834	ENSMUSG00000039154
O88838	ENSMUSG00000038451
O88839	ENSMUSG00000028041
O88843	ENSMUSG00000045867
O88844	ENSMUSG00000025950
O88845	ENSMUSG00000047804
O88848	ENSMUSG00000022722
O88851	ENSMUSG00000027428
O88852	ENSMUSG00000047514
O88853	ENSMUSG00000114755
O88854	ENSMUSG00000020793
O88855	ENSMUSG00000046908
O88856	ENSMUSG00000029344
O88866	ENSMUSG00000053414
O88870	ENSMUSG00000037418
O88875	ENSMUSG00000038304
O88876	ENSMUSG00000066026
O88878	ENSMUSG00000024750
O88879	ENSMUSG00000019979
O88888	ENSMUSG00000004931
O88890	ENSMUSG00000005696
O88892	ENSMUSG00000021643
O88898	ENSMUSG00000022510
O88904	ENSMUSG00000008730
O88907	ENSMUSG00000032405
O88908	ENSMUSG00000023045
O88909	ENSMUSG00000063796
O88932	ENSMUSG00000062609
O88933	ENSMUSG00000023443
O88935	ENSMUSG00000037217
O88939	ENSMUSG00000035011
O88940	ENSMUSG00000025930
O88947	ENSMUSG00000031444
O88951	ENSMUSG00000003872
O88952	ENSMUSG00000027162
O88958	ENSMUSG00000052102
O88967	ENSMUSG00000026775
O88968	ENSMUSG00000020432
