c100000_g1	6055.m.41809
c106018_g1	6055.m.86114
c106021_g1	6055.m.86115
c106022_g1	6055.m.86116
c106023_g1	6055.m.86117
c106024_g1	6055.m.86118
c106025_g1	6055.m.86119
c106030_g1	6055.m.86120
c106032_g1	6055.m.86121
c106034_g1	6055.m.86123
c106039_g1	6055.m.86125
c106040_g1	6055.m.86126
c106043_g1	6055.m.86127
c106044_g1	6055.m.86128
c106045_g1	6055.m.86129
c106046_g1	6055.m.86131
c106048_g1	6055.m.86132
c106049_g1	6055.m.86134
c106054_g1	6055.m.86136
c106056_g1	6055.m.86138
c106057_g1	6055.m.86139
c106062_g1	6055.m.86140
c106065_g1	6055.m.86142
c106071_g1	6055.m.86146
c106073_g1	6055.m.86147
c106077_g1	6055.m.86148
c106078_g1	6055.m.86150
c106079_g1	6055.m.86152
c106080_g1	6055.m.86155
c106082_g1	6055.m.86156
c106085_g1	6055.m.86157
c106086_g1	6055.m.86158
c106089_g1	6055.m.86159
c106093_g1	6055.m.86160
c106098_g1	6055.m.86161
c106101_g1	6055.m.86162
c106104_g1	6055.m.86164
c106108_g1	6055.m.86167
c106109_g1	6055.m.86168
c106110_g1	6055.m.86170
c106112_g1	6055.m.86171
c106114_g1	6055.m.86173
c106115_g1	6055.m.86174
c106118_g1	6055.m.86175
c106119_g1	6055.m.86177
c106127_g1	6055.m.86181
c106129_g1	6055.m.86182
c106131_g1	6055.m.86185
c106137_g1	6055.m.86190
c106141_g1	6055.m.86192
c106147_g1	6055.m.86194
c106150_g1	6055.m.86195
c106151_g1	6055.m.86197
c106152_g1	6055.m.86198
c106161_g1	6055.m.86200
c106163_g1	6055.m.86201
c106164_g1	6055.m.86202
c106168_g1	6055.m.86205
c106169_g1	6055.m.86207
c106170_g1	6055.m.86208
c106171_g1	6055.m.86210
c106172_g1	6055.m.86212
c106176_g1	6055.m.86213
c106178_g1	6055.m.86214
c106181_g1	6055.m.86215
c106184_g1	6055.m.86216
c106185_g1	6055.m.86220
c106187_g1	6055.m.86221
c106191_g1	6055.m.86222
c106192_g1	6055.m.86224
c106196_g1	6055.m.86227
c106198_g1	6055.m.86229
c106206_g1	6055.m.86231
c106214_g1	6055.m.86236
c106216_g1	6055.m.86237
c106217_g1	6055.m.86238
c10622_g1	6055.m.1077
c106223_g1	6055.m.86239
c106224_g1	6055.m.86242
c106225_g1	6055.m.86243
c106226_g1	6055.m.86244
c106227_g1	6055.m.86246
c106231_g1	6055.m.86247
c106232_g1	6055.m.86249
c106234_g1	6055.m.86252
c106247_g1	6055.m.86259
c106249_g1	6055.m.86260
c106250_g1	6055.m.86264
c106251_g1	6055.m.86265
c106252_g1	6055.m.86268
c106253_g1	6055.m.86269
c106255_g1	6055.m.86270
c106257_g1	6055.m.86271
c106259_g1	6055.m.86272
c106261_g1	6055.m.86273
c106270_g1	6055.m.86276
c106272_g1	6055.m.86277
c106278_g1	6055.m.86278
c106279_g1	6055.m.86279
c106280_g1	6055.m.86280
c106282_g1	6055.m.86283
c106285_g1	6055.m.86284
c106287_g1	6055.m.86286
c106288_g1	6055.m.86287
c106291_g1	6055.m.86289
c106295_g1	6055.m.86291
c106297_g1	6055.m.86293
c106298_g1	6055.m.86296
c106299_g1	6055.m.86298
c106300_g1	6055.m.86299
c106313_g1	6055.m.86302
c106317_g1	6055.m.86304
c106318_g1	6055.m.86305
c106320_g1	6055.m.86306
c106321_g1	6055.m.86307
c106325_g1	6055.m.86308
c106337_g1	6055.m.86311
c106338_g1	6055.m.86312
c106339_g1	6055.m.86313
c106340_g1	6055.m.86315
c106342_g1	6055.m.86317
c106348_g1	6055.m.86318
c106355_g1	6055.m.86320
c106358_g1	6055.m.86322
c106359_g1	6055.m.86323
c106361_g1	6055.m.86324
c106370_g1	6055.m.86327
c106372_g1	6055.m.86329
c106373_g1	6055.m.86330
c106381_g1	6055.m.86331
c106384_g1	6055.m.86335
c106385_g1	6055.m.86337
c106387_g1	6055.m.86338
c106390_g1	6055.m.86339
c106392_g1	6055.m.86340
c106395_g1	6055.m.86341
c106396_g1	6055.m.86342
c106398_g1	6055.m.86343
c106399_g1	6055.m.86345
c106403_g1	6055.m.86348
c106404_g1	6055.m.86350
c106407_g1	6055.m.86351
c106409_g1	6055.m.86354
c106410_g1	6055.m.86356
c106412_g1	6055.m.86357
c106414_g1	6055.m.86358
c106415_g1	6055.m.86359
c106420_g1	6055.m.86362
c106422_g1	6055.m.86363
c106424_g1	6055.m.86364
c106426_g1	6055.m.86366
c106429_g1	6055.m.86367
c106432_g1	6055.m.86368
c106437_g1	6055.m.86372
c106438_g1	6055.m.86375
c106440_g1	6055.m.86377
c106443_g1	6055.m.86378
c106447_g1	6055.m.86385
c106448_g1	6055.m.86387
c106450_g1	6055.m.86391
c106451_g1	6055.m.86393
c106454_g1	6055.m.86398
c106460_g1	6055.m.86400
c106461_g1	6055.m.86401
c106468_g1	6055.m.86402
c106473_g1	6055.m.86405
c106475_g1	6055.m.86406
c106476_g1	6055.m.86407
c106477_g1	6055.m.86408
c106479_g1	6055.m.86411
c106480_g1	6055.m.86412
c106484_g1	6055.m.86414
c106486_g1	6055.m.86416
c106488_g1	6055.m.86418
c106489_g1	6055.m.86420
c106491_g1	6055.m.86424
c106494_g1	6055.m.86426
c106495_g1	6055.m.86428
c106498_g1	6055.m.86429
c106501_g1	6055.m.86430
c106508_g1	6055.m.86432
c106521_g1	6055.m.86437
c106523_g1	6055.m.86438
c106528_g1	6055.m.86440
c106530_g1	6055.m.86442
c106532_g1	6055.m.86444
c106535_g1	6055.m.86445
c106538_g1	6055.m.86447
c106539_g1	6055.m.86448
c10654_g1	6055.m.1079
c106542_g1	6055.m.86450
c106545_g1	6055.m.86453
c106546_g1	6055.m.86454
c106551_g1	6055.m.86455
c106553_g1	6055.m.86456
c106554_g1	6055.m.86460
c106558_g1	6055.m.86461
c106559_g1	6055.m.86462
c106560_g1	6055.m.86463
c106563_g1	6055.m.86465
c106564_g1	6055.m.86466
c106570_g1	6055.m.86468
c106582_g1	6055.m.86474
c106583_g1	6055.m.86475
c106585_g1	6055.m.86476
c106587_g1	6055.m.86478
c106589_g1	6055.m.86481
c106590_g1	6055.m.86483
c106592_g1	6055.m.86484
c106593_g1	6055.m.86486
c106595_g1	6055.m.86488
c106598_g1	6055.m.86489
c106601_g1	6055.m.86490
c106605_g1	6055.m.86492
c106609_g1	6055.m.86496
c106610_g1	6055.m.86497
c106611_g1	6055.m.86498
c106617_g1	6055.m.86499
c106618_g1	6055.m.86500
c106619_g1	6055.m.86501
c10662_g1	6055.m.1081
c106622_g1	6055.m.86502
c106623_g1	6055.m.86503
c106625_g1	6055.m.86505
c106626_g1	6055.m.86506
c106627_g1	6055.m.86508
c106629_g1	6055.m.86509
c106632_g1	6055.m.86511
c106634_g1	6055.m.86512
c106636_g1	6055.m.86513
c106637_g1	6055.m.86515
c106641_g1	6055.m.86518
c106644_g1	6055.m.86519
c106645_g1	6055.m.86520
c106649_g1	6055.m.86521
c106651_g1	6055.m.86523
c106654_g1	6055.m.86525
c106658_g1	6055.m.86528
c106661_g1	6055.m.86529
c106663_g1	6055.m.86531
c106664_g1	6055.m.86532
c106668_g1	6055.m.86535
c106681_g1	6055.m.86538
c106682_g1	6055.m.86539
c106685_g1	6055.m.86541
c106687_g1	6055.m.86542
c106688_g1	6055.m.86543
c106693_g1	6055.m.86544
c106694_g1	6055.m.86546
c106695_g1	6055.m.86547
c106696_g1	6055.m.86548
c106697_g1	6055.m.86549
c106700_g1	6055.m.86550
c106701_g1	6055.m.86553
c106702_g1	6055.m.86554
c106704_g1	6055.m.86558
c106706_g1	6055.m.86562
c106713_g1	6055.m.86565
c106716_g1	6055.m.86566
c106719_g1	6055.m.86568
c106720_g1	6055.m.86571
c106733_g1	6055.m.86573
c106734_g1	6055.m.86574
c106735_g1	6055.m.86575
c106736_g1	6055.m.86577
c106745_g1	6055.m.86578
c106746_g1	6055.m.86579
c106747_g1	6055.m.86580
c106748_g1	6055.m.86582
c106749_g1	6055.m.86583
c106751_g1	6055.m.86584
c106752_g1	6055.m.86585
c106758_g1	6055.m.86589
c106759_g1	6055.m.86591
c106766_g1	6055.m.86592
c106769_g1	6055.m.86594
c106772_g1	6055.m.86596
c106775_g1	6055.m.86597
c106779_g1	6055.m.86600
c106780_g1	6055.m.86602
c106783_g1	6055.m.86604
c106786_g1	6055.m.86605
c106792_g1	6055.m.86607
c106793_g1	6055.m.86609
c106795_g1	6055.m.86611
c106796_g1	6055.m.86612
c106797_g1	6055.m.86613
c106798_g1	6055.m.86615
c106800_g1	6055.m.86617
c106802_g1	6055.m.86618
c106804_g1	6055.m.86620
c106806_g1	6055.m.86621
c106808_g1	6055.m.86623
c106809_g1	6055.m.86624
c106810_g1	6055.m.86629
c106811_g1	6055.m.86630
c106812_g1	6055.m.86631
c106813_g1	6055.m.86632
c106815_g1	6055.m.86634
c106817_g1	6055.m.86636
c106822_g1	6055.m.86637
c106824_g1	6055.m.86638
c106826_g1	6055.m.86639
c106828_g1	6055.m.86640
c106831_g1	6055.m.86641
c106835_g1	6055.m.86644
c106837_g1	6055.m.86645
c106838_g1	6055.m.86647
c106842_g1	6055.m.86650
c106844_g1	6055.m.86651
c106847_g1	6055.m.86654
c106850_g1	6055.m.86655
c106853_g1	6055.m.86656
c106855_g1	6055.m.86657
c106856_g1	6055.m.86659
c106857_g1	6055.m.86661
c106858_g1	6055.m.86662
c106859_g1	6055.m.86664
c106861_g1	6055.m.86666
c106863_g1	6055.m.86668
c106864_g1	6055.m.86669
c106868_g1	6055.m.86670
c10687_g1	6055.m.1083
c106870_g1	6055.m.86671
c106871_g1	6055.m.86674
c106873_g1	6055.m.86677
c106874_g1	6055.m.86679
c106877_g1	6055.m.86682
c106879_g1	6055.m.86683
c106880_g1	6055.m.86684
c106882_g1	6055.m.86685
c106883_g1	6055.m.86686
c106885_g1	6055.m.86687
c106887_g1	6055.m.86688
c106891_g1	6055.m.86690
c106894_g1	6055.m.86691
c106895_g1	6055.m.86692
c106903_g1	6055.m.86693
c106904_g1	6055.m.86696
c106905_g1	6055.m.86698
c106910_g1	6055.m.86699
c106912_g1	6055.m.86701
c106913_g1	6055.m.86702
c106919_g1	6055.m.86707
c106921_g1	6055.m.86708
c106927_g1	6055.m.86709
c106929_g1	6055.m.86710
c10693_g1	6055.m.1085
c106935_g1	6055.m.86711
c106942_g1	6055.m.86715
c106945_g1	6055.m.86716
c106947_g1	6055.m.86719
c106948_g1	6055.m.86720
c106949_g1	6055.m.86721
c106951_g1	6055.m.86722
c106952_g1	6055.m.86723
c106953_g1	6055.m.86724
c106955_g1	6055.m.86725
c106956_g1	6055.m.86726
c106962_g1	6055.m.86728
c106963_g1	6055.m.86730
c106966_g1	6055.m.86732
c106967_g1	6055.m.86734
c106969_g1	6055.m.86739
c106974_g1	6055.m.86741
c106979_g1	6055.m.86742
c106982_g1	6055.m.86744
c106986_g1	6055.m.86746
c106989_g1	6055.m.86748
c106990_g1	6055.m.86749
c106991_g1	6055.m.86751
c106996_g1	6055.m.86752
c106998_g1	6055.m.86753
c106999_g1	6055.m.86754
c107000_g1	6055.m.86756
c107003_g1	6055.m.86759
c107004_g1	6055.m.86761
c107007_g1	6055.m.86763
c107008_g1	6055.m.86764
c107010_g1	6055.m.86765
c107013_g1	6055.m.86767
c107014_g1	6055.m.86769
c107015_g1	6055.m.86771
c107019_g1	6055.m.86774
c107023_g1	6055.m.86776
c107026_g1	6055.m.86777
c107033_g1	6055.m.86778
c107035_g1	6055.m.86779
c107040_g1	6055.m.86780
c107041_g1	6055.m.86781
c107042_g1	6055.m.86784
c107043_g1	6055.m.86785
c107045_g1	6055.m.86789
c107046_g1	6055.m.86791
c107049_g1	6055.m.86792
c107050_g1	6055.m.86793
c107061_g1	6055.m.86796
c107062_g1	6055.m.86797
c107064_g1	6055.m.86798
c107066_g1	6055.m.86800
c107068_g1	6055.m.86801
c107071_g1	6055.m.86804
c107073_g1	6055.m.86805
c107075_g1	6055.m.86806
c107076_g1	6055.m.86808
c107077_g1	6055.m.86810
c107080_g1	6055.m.86811
c107081_g1	6055.m.86812
c107083_g1	6055.m.86813
c107084_g1	6055.m.86814
c107087_g1	6055.m.86816
c107091_g1	6055.m.86817
c107096_g1	6055.m.86821
c107100_g1	6055.m.86823
c107101_g1	6055.m.86825
c107103_g1	6055.m.86826
c107105_g1	6055.m.86829
c107110_g1	6055.m.86831
c107117_g1	6055.m.86833
c107118_g1	6055.m.86834
c107123_g1	6055.m.86836
c107124_g1	6055.m.86837
c107128_g1	6055.m.86838
c107130_g1	6055.m.86841
c107131_g1	6055.m.86842
c107132_g1	6055.m.86844
c107137_g1	6055.m.86847
c107139_g1	6055.m.86848
c10714_g1	6055.m.1090
c107142_g1	6055.m.86850
c107145_g1	6055.m.86852
c107150_g1	6055.m.86854
c107151_g1	6055.m.86855
c107153_g1	6055.m.86857
c107154_g1	6055.m.86858
c107155_g1	6055.m.86860
c107160_g1	6055.m.86863
c107161_g1	6055.m.86865
c107165_g1	6055.m.86867
c107166_g1	6055.m.86868
c107167_g1	6055.m.86870
c107168_g1	6055.m.86872
c107171_g1	6055.m.86873
c107174_g1	6055.m.86876
c107179_g1	6055.m.86877
c107186_g1	6055.m.86879
c107187_g1	6055.m.86880
c107189_g1	6055.m.86882
c107190_g1	6055.m.86883
c107192_g1	6055.m.86885
c107193_g1	6055.m.86886
c107196_g1	6055.m.86887
c107198_g1	6055.m.86888
c107199_g1	6055.m.86890
c107201_g1	6055.m.86891
c107202_g1	6055.m.86894
c107204_g1	6055.m.86895
c107205_g1	6055.m.86896
c107207_g1	6055.m.86898
c107217_g1	6055.m.86903
c107221_g1	6055.m.86905
c107223_g1	6055.m.86907
c107225_g1	6055.m.86909
c107226_g1	6055.m.86910
c107227_g1	6055.m.86911
c107228_g1	6055.m.86912
c107232_g1	6055.m.86913
c107233_g1	6055.m.86914
c107234_g1	6055.m.86915
c107237_g1	6055.m.86916
c107238_g1	6055.m.86917
c107241_g1	6055.m.86918
c107246_g1	6055.m.86920
c107248_g1	6055.m.86921
c107252_g1	6055.m.86924
c107254_g1	6055.m.86925
c107255_g1	6055.m.86926
c107256_g1	6055.m.86928
c107259_g1	6055.m.86929
c107260_g1	6055.m.86931
c107262_g1	6055.m.86933
c107264_g1	6055.m.86935
c107265_g1	6055.m.86937
c107266_g1	6055.m.86938
c107269_g1	6055.m.86940
c107273_g1	6055.m.86942
c107274_g1	6055.m.86944
c107277_g1	6055.m.86945
c107279_g1	6055.m.86948
c107281_g1	6055.m.86951
c107284_g1	6055.m.86953
c107285_g1	6055.m.86954
c107287_g1	6055.m.86955
c107289_g1	6055.m.86956
c107291_g1	6055.m.86957
c107292_g1	6055.m.86959
c107293_g1	6055.m.86961
c107295_g1	6055.m.86963
c107297_g1	6055.m.86964
c107298_g1	6055.m.86965
c107300_g1	6055.m.86966
c107306_g1	6055.m.86969
c107311_g1	6055.m.86971
c107312_g1	6055.m.86972
c107314_g1	6055.m.86974
c107316_g1	6055.m.86975
c107317_g1	6055.m.86977
c107326_g1	6055.m.86982
c107327_g1	6055.m.86983
c107328_g1	6055.m.86988
c107329_g1	6055.m.86989
c107331_g1	6055.m.86991
c107335_g1	6055.m.86992
c107337_g1	6055.m.86994
c107340_g1	6055.m.86996
c107341_g1	6055.m.86997
c107343_g1	6055.m.86998
c107346_g1	6055.m.87001
c107347_g1	6055.m.87002
c107349_g1	6055.m.87003
c107350_g1	6055.m.87005
c107352_g1	6055.m.87007
c107354_g1	6055.m.87009
c107355_g1	6055.m.87010
c107357_g1	6055.m.87011
c107358_g1	6055.m.87012
c107359_g1	6055.m.87014
c10736_g1	6055.m.1091
c107360_g1	6055.m.87015
c107364_g1	6055.m.87016
c107366_g1	6055.m.87017
c107368_g1	6055.m.87018
c107369_g1	6055.m.87019
c107371_g1	6055.m.87022
c107372_g1	6055.m.87023
c107379_g1	6055.m.87026
c107386_g1	6055.m.87029
c107394_g1	6055.m.87035
c107395_g1	6055.m.87037
c107396_g1	6055.m.87038
c107398_g1	6055.m.87039
c107403_g1	6055.m.87041
c107406_g1	6055.m.87042
c10741_g1	6055.m.1092
c107414_g1	6055.m.87047
c107415_g1	6055.m.87048
c10742_g1	6055.m.1093
c107422_g1	6055.m.87049
c107429_g1	6055.m.87050
c107431_g1	6055.m.87051
c107433_g1	6055.m.87053
c107436_g1	6055.m.87055
c107438_g1	6055.m.87057
c107439_g1	6055.m.87058
c107440_g1	6055.m.87060
c107442_g1	6055.m.87061
c107447_g1	6055.m.87063
c10745_g1	6055.m.1094
c107450_g1	6055.m.87065
c107453_g1	6055.m.87067
c107454_g1	6055.m.87068
c107459_g1	6055.m.87070
c107466_g1	6055.m.87071
c107467_g1	6055.m.87073
c107480_g1	6055.m.87075
c107481_g1	6055.m.87076
c107483_g1	6055.m.87077
c107489_g1	6055.m.87079
c107492_g1	6055.m.87080
c107494_g1	6055.m.87081
c107498_g1	6055.m.87084
c107499_g1	6055.m.87086
c107501_g1	6055.m.87088
c107502_g1	6055.m.87089
c107503_g1	6055.m.87091
c107506_g1	6055.m.87092
c107507_g1	6055.m.87094
c10751_g1	6055.m.1095
c107512_g1	6055.m.87096
c107513_g1	6055.m.87097
c107514_g1	6055.m.87099
c107516_g1	6055.m.87100
c107517_g1	6055.m.87101
c107526_g1	6055.m.87108
c107527_g1	6055.m.87109
c107530_g1	6055.m.87110
c107531_g1	6055.m.87111
c107535_g1	6055.m.87112
c107538_g1	6055.m.87113
c107539_g1	6055.m.87115
c107540_g1	6055.m.87118
c107543_g1	6055.m.87119
c107545_g1	6055.m.87120
c107546_g1	6055.m.87121
c107551_g1	6055.m.87122
c107554_g1	6055.m.87123
c107556_g1	6055.m.87124
c107559_g1	6055.m.87126
c107562_g1	6055.m.87127
c107565_g1	6055.m.87129
c107566_g1	6055.m.87131
c107567_g1	6055.m.87132
c107568_g1	6055.m.87133
c107574_g1	6055.m.87134
c107575_g1	6055.m.87135
c107580_g1	6055.m.87136
c107582_g1	6055.m.87137
c107583_g1	6055.m.87138
c107584_g1	6055.m.87139
c107588_g1	6055.m.87141
c107591_g1	6055.m.87143
c107592_g1	6055.m.87145
c107604_g1	6055.m.87149
c107610_g1	6055.m.87151
c107613_g1	6055.m.87153
c107616_g1	6055.m.87154
c107619_g1	6055.m.87156
c107625_g1	6055.m.87158
c107631_g1	6055.m.87159
c107633_g1	6055.m.87161
c107634_g1	6055.m.87163
c107635_g1	6055.m.87164
c107638_g1	6055.m.87167
c107640_g1	6055.m.87169
c107648_g1	6055.m.87170
c107649_g1	6055.m.87171
c107651_g1	6055.m.87173
c107654_g1	6055.m.87175
c107655_g1	6055.m.87176
c107656_g1	6055.m.87179
c107658_g1	6055.m.87180
c107660_g1	6055.m.87182
c107661_g1	6055.m.87183
c107662_g1	6055.m.87185
c107671_g1	6055.m.87189
c107674_g1	6055.m.87190
c107677_g1	6055.m.87192
c107681_g1	6055.m.87193
c107684_g1	6055.m.87194
c107686_g1	6055.m.87196
c107691_g1	6055.m.87197
c107700_g1	6055.m.87202
c107702_g1	6055.m.87203
c107705_g1	6055.m.87205
c107714_g1	6055.m.87206
c107720_g1	6055.m.87207
c107721_g1	6055.m.87210
c107723_g1	6055.m.87211
c107725_g1	6055.m.87214
c107727_g1	6055.m.87216
c107729_g1	6055.m.87217
c107731_g1	6055.m.87218
c107736_g1	6055.m.87219
c107737_g1	6055.m.87220
c107741_g1	6055.m.87222
c107742_g1	6055.m.87224
c107744_g1	6055.m.87225
c107747_g1	6055.m.87226
c107748_g1	6055.m.87227
c107749_g1	6055.m.87229
c107751_g1	6055.m.87230
c107752_g1	6055.m.87231
c107753_g1	6055.m.87232
c107757_g1	6055.m.87234
c107758_g1	6055.m.87235
c107760_g1	6055.m.87236
c107761_g1	6055.m.87237
c107769_g1	6055.m.87242
c107771_g1	6055.m.87243
c107773_g1	6055.m.87245
c107775_g1	6055.m.87247
c107782_g1	6055.m.87248
c107783_g1	6055.m.87250
c107784_g1	6055.m.87251
c107786_g1	6055.m.87254
c107789_g1	6055.m.87257
c107793_g1	6055.m.87258
c107797_g1	6055.m.87262
c107800_g1	6055.m.87263
c107801_g1	6055.m.87265
c107802_g1	6055.m.87266
c107809_g1	6055.m.87268
c107810_g1	6055.m.87269
c107812_g1	6055.m.87271
c107817_g1	6055.m.87272
c107818_g1	6055.m.87274
c107820_g1	6055.m.87277
c107824_g1	6055.m.87279
c107825_g1	6055.m.87280
c107827_g1	6055.m.87282
c107828_g1	6055.m.87285
c107829_g1	6055.m.87286
c10783_g1	6055.m.1096
c107833_g1	6055.m.87287
c107837_g1	6055.m.87288
c107840_g1	6055.m.87289
c107841_g1	6055.m.87290
c107843_g1	6055.m.87292
c107844_g1	6055.m.87293
c107849_g1	6055.m.87295
c107851_g1	6055.m.87296
c107860_g1	6055.m.87297
c107861_g1	6055.m.87298
c107863_g1	6055.m.87299
c107867_g1	6055.m.87301
c107868_g1	6055.m.87302
c107870_g1	6055.m.87305
c107876_g1	6055.m.87307
c107878_g1	6055.m.87308
c107879_g1	6055.m.87309
c107880_g1	6055.m.87310
c107886_g1	6055.m.87314
c107893_g1	6055.m.87317
c107894_g1	6055.m.87318
c107897_g1	6055.m.87321
c107899_g1	6055.m.87322
c107903_g1	6055.m.87324
c107905_g1	6055.m.87325
c107908_g1	6055.m.87327
c107910_g1	6055.m.87329
c107915_g1	6055.m.87330
c107916_g1	6055.m.87332
c107918_g1	6055.m.87333
c107919_g1	6055.m.87335
c107920_g1	6055.m.87338
c107921_g1	6055.m.87339
c107923_g1	6055.m.87340
c107925_g1	6055.m.87343
c107934_g1	6055.m.87346
c107937_g1	6055.m.87350
c107938_g1	6055.m.87351
c107940_g1	6055.m.87354
c107946_g1	6055.m.87356
c107949_g1	6055.m.87358
c107953_g1	6055.m.87360
c107955_g1	6055.m.87361
c107956_g1	6055.m.87362
c107964_g1	6055.m.87364
c107965_g1	6055.m.87365
c107971_g1	6055.m.87366
c107973_g1	6055.m.87371
c107974_g1	6055.m.87374
c107979_g1	6055.m.87375
c107980_g1	6055.m.87376
c107982_g1	6055.m.87378
c107986_g1	6055.m.87380
c107990_g1	6055.m.87381
c107991_g1	6055.m.87383
c107994_g1	6055.m.87384
c107995_g1	6055.m.87385
c108006_g1	6055.m.87389
c108009_g1	6055.m.87391
c108012_g1	6055.m.87394
c108013_g1	6055.m.87395
c108016_g1	6055.m.87397
c108018_g1	6055.m.87401
c108019_g1	6055.m.87402
c108021_g1	6055.m.87404
c108023_g1	6055.m.87405
c108026_g1	6055.m.87407
c108030_g1	6055.m.87409
c108035_g1	6055.m.87411
c108038_g1	6055.m.87413
c108043_g1	6055.m.87416
c108046_g1	6055.m.87418
c108047_g1	6055.m.87419
c108048_g1	6055.m.87420
c108049_g1	6055.m.87421
c108050_g1	6055.m.87422
c108052_g1	6055.m.87424
c108053_g1	6055.m.87425
c108055_g1	6055.m.87426
c108058_g1	6055.m.87427
c108061_g1	6055.m.87430
c108067_g1	6055.m.87434
c108070_g1	6055.m.87437
c108072_g1	6055.m.87438
c108075_g1	6055.m.87439
c108081_g1	6055.m.87440
c108082_g1	6055.m.87441
c108084_g1	6055.m.87442
c108085_g1	6055.m.87443
c108086_g1	6055.m.87444
c108087_g1	6055.m.87446
c108093_g1	6055.m.87448
c108094_g1	6055.m.87449
c108097_g1	6055.m.87450
c108102_g1	6055.m.87451
c108105_g1	6055.m.87454
c108106_g1	6055.m.87455
c108108_g1	6055.m.87456
c108113_g1	6055.m.87457
c108118_g1	6055.m.87458
c10812_g1	6055.m.1098
c108120_g1	6055.m.87460
c108125_g1	6055.m.87462
c108128_g1	6055.m.87463
c108129_g1	6055.m.87464
c108134_g1	6055.m.87466
c108138_g1	6055.m.87469
c108141_g1	6055.m.87470
c108143_g1	6055.m.87471
c108144_g1	6055.m.87472
c108147_g1	6055.m.87475
c108156_g1	6055.m.87478
c108157_g1	6055.m.87480
c108158_g1	6055.m.87482
c108159_g1	6055.m.87483
c108161_g1	6055.m.87485
c108165_g1	6055.m.87486
c108167_g1	6055.m.87489
c108171_g1	6055.m.87491
c108173_g1	6055.m.87492
c108174_g1	6055.m.87493
c108175_g1	6055.m.87495
c108176_g1	6055.m.87496
c108177_g1	6055.m.87497
c108182_g1	6055.m.87498
c108183_g1	6055.m.87500
c108185_g1	6055.m.87501
c108186_g1	6055.m.87502
c108187_g1	6055.m.87503
c108188_g1	6055.m.87504
c108192_g1	6055.m.87506
c108194_g1	6055.m.87508
c108197_g1	6055.m.87512
c108199_g1	6055.m.87513
c108200_g1	6055.m.87514
c108201_g1	6055.m.87517
c108202_g1	6055.m.87518
c108205_g1	6055.m.87519
c108208_g1	6055.m.87522
c108210_g1	6055.m.87523
c108211_g1	6055.m.87525
c108215_g1	6055.m.87527
c108217_g1	6055.m.87529
c108218_g1	6055.m.87530
c108224_g1	6055.m.87532
c108227_g1	6055.m.87533
c108229_g1	6055.m.87534
c108230_g1	6055.m.87537
c108238_g1	6055.m.87540
c108240_g1	6055.m.87542
c108242_g1	6055.m.87543
c108243_g1	6055.m.87545
c108246_g1	6055.m.87548
c108248_g1	6055.m.87549
c108249_g1	6055.m.87551
c108252_g1	6055.m.87553
c108255_g1	6055.m.87554
c108260_g1	6055.m.87556
c108261_g1	6055.m.87557
c108263_g1	6055.m.87560
c108269_g1	6055.m.87562
c108275_g1	6055.m.87563
c108276_g1	6055.m.87564
c108279_g1	6055.m.87565
c108282_g1	6055.m.87566
c108283_g1	6055.m.87567
c108284_g1	6055.m.87568
c108286_g1	6055.m.87569
c108291_g1	6055.m.87570
c108297_g1	6055.m.87572
c108303_g1	6055.m.87575
c108304_g1	6055.m.87576
c108309_g1	6055.m.87581
c108315_g1	6055.m.87584
c108316_g1	6055.m.87585
c108317_g1	6055.m.87587
c108328_g1	6055.m.87592
c108332_g1	6055.m.87597
c108334_g1	6055.m.87599
c108335_g1	6055.m.87600
c108338_g1	6055.m.87603
c108341_g1	6055.m.87605
c108342_g1	6055.m.87607
c108347_g1	6055.m.87610
c108352_g1	6055.m.87613
c108356_g1	6055.m.87614
c108359_g1	6055.m.87616
c108360_g1	6055.m.87617
c108363_g1	6055.m.87618
c108365_g1	6055.m.87619
c108368_g1	6055.m.87621
c108372_g1	6055.m.87624
c108374_g1	6055.m.87625
c108376_g1	6055.m.87627
c108377_g1	6055.m.87628
c108378_g1	6055.m.87630
c108384_g1	6055.m.87631
c108386_g1	6055.m.87632
c108391_g1	6055.m.87633
c108398_g1	6055.m.87641
c108401_g1	6055.m.87643
c108404_g1	6055.m.87646
c108405_g1	6055.m.87647
c108413_g1	6055.m.87650
c108414_g1	6055.m.87651
c108415_g1	6055.m.87653
c108416_g1	6055.m.87655
c108418_g1	6055.m.87658
c108421_g1	6055.m.87659
c108422_g1	6055.m.87660
c108427_g1	6055.m.87662
c108428_g1	6055.m.87663
c108430_g1	6055.m.87665
c108433_g1	6055.m.87667
c108434_g1	6055.m.87668
c108435_g1	6055.m.87670
c108441_g1	6055.m.87673
c108442_g1	6055.m.87674
c108444_g1	6055.m.87675
c108445_g1	6055.m.87678
c108447_g1	6055.m.87679
c108449_g1	6055.m.87680
c108453_g1	6055.m.87683
c10846_g1	6055.m.1100
c108462_g1	6055.m.87689
c108463_g1	6055.m.87691
c108464_g1	6055.m.87692
c108465_g1	6055.m.87693
c108466_g1	6055.m.87694
c108467_g1	6055.m.87695
c108469_g1	6055.m.87697
c108472_g1	6055.m.87698
c108474_g1	6055.m.87700
c10848_g1	6055.m.1102
c108480_g1	6055.m.87701
c108482_g1	6055.m.87702
c108486_g1	6055.m.87704
c108488_g1	6055.m.87705
c108499_g1	6055.m.87707
c108507_g1	6055.m.87709
